id,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth
1515,1,1,0,3,3
5186,2,7,4,9,6
10157,1,4,1,6,4
5667,3,9,10,4,6
902,1,6,2,4,6
977,6,5,1,8,6
7313,1,6,5,11,3
7600,2,1,0,3,7
9706,2,2,1,3,8
2429,3,5,4,8,2
3520,0,4,3,7,3
10394,1,4,8,5,1
4548,1,1,0,3,4
9362,1,9,1,7,6
3968,1,11,3,12,7
4084,2,6,4,11,4
6721,3,6,3,5,3
2829,2,9,3,8,6
1772,1,5,6,7,2
1544,1,4,2,10,2
492,5,7,1,6,8
4377,2,7,3,3,7
4541,2,3,1,6,5
1321,3,3,0,3,8
8858,4,8,2,7,8
3266,1,1,1,4,2
11187,3,2,1,3,5
8207,1,1,0,3,4
9723,4,7,4,13,5
2666,1,8,3,11,3
5721,1,7,10,6,2
10652,3,3,5,6,2
1646,2,1,1,3,3
4418,1,7,5,12,2
2656,1,1,1,2,7
7990,1,0,0,3,6
8722,1,7,7,10,3
7118,2,9,5,6,6
2980,4,3,0,3,8
1839,1,3,0,4,7
10722,2,6,6,3,6
2632,7,5,4,4,6
9014,4,3,0,3,8
7620,2,2,2,2,8
10968,4,8,8,6,6
11133,5,7,1,6,8
2736,2,5,5,11,2
1876,1,1,0,4,6
5959,6,3,1,5,8
1092,4,9,3,4,7
4333,4,2,1,3,7
3850,1,1,0,3,6
6168,2,1,1,2,4
607,6,8,1,7,8
10469,1,6,2,9,2
6983,2,2,0,3,7
3661,1,4,6,8,2
9303,0,1,0,0,13
692,1,1,0,2,6
736,2,2,0,3,8
9589,0,4,6,7,1
4838,1,1,0,2,8
9246,4,6,1,6,7
6261,3,3,2,10,4
7366,1,3,6,11,1
10659,4,3,2,2,7
1448,3,2,0,4,4
4286,3,7,6,6,4
4749,6,8,2,6,7
4478,8,11,1,6,8
4201,5,4,2,8,5
8720,0,0,0,1,0
10084,2,2,1,2,7
7004,3,3,1,2,9
9817,2,9,4,12,8
8080,1,0,0,3,4
9432,4,3,1,3,6
8372,1,1,0,2,7
10870,2,9,3,4,5
4001,7,8,2,5,7
7270,1,2,3,13,6
8235,2,6,5,10,3
9405,3,3,1,4,7
